Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
blaADC-25	92.11	1153/1152	99.91319444444444	1..1152	NZ_CP049806.1 Acinetobacter pittii strain A1254 chromosome, complete genome	1151777..1152928	Beta-lactam resistance	EF016355
blaOXA-499	100	828/828	100	1..828	NZ_CP049806.1 Acinetobacter pittii strain A1254 chromosome, complete genome	3403256..3404083	Warning: gene is missing from Notes file. Please inform curator.	KT964029
blaOXA-500	98.66	822/822	100	1..822	NZ_CP049806.1 Acinetobacter pittii strain A1254 chromosome, complete genome	2281825..2282646	Warning: gene is missing from Notes file. Please inform curator.	JMNQ01000002
blaADC-25	96.62	1153/1152	99.91319444444444	1..1152	NZ_CP050385.1 Acinetobacter baumannii strain VB82 chromosome, complete genome	2575313..2576464	Beta-lactam resistance	EF016355
blaOXA-64	100	825/825	100	1..825	NZ_CP050385.1 Acinetobacter baumannii strain VB82 chromosome, complete genome	1294870..1295694	Beta-lactam resistance	AY750907
blaOXA-23	100	822/822	100	1..822	NZ_CP050385.1 Acinetobacter baumannii strain VB82 chromosome, complete genome	3983058..3983879	Beta-lactam resistance	AY795964
blaADC-25	97.14	1152/1152	100	1..1152	NZ_CP058289.1 Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841 strain ATCC 19606 chromosome, complete genome	898905..900056	Beta-lactam resistance	EF016355
blaOXA-98	99.88	825/825	100	1..825	NZ_CP058289.1 Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841 strain ATCC 19606 chromosome, complete genome	1884014..1884838	Beta-lactam resistance	EU255288
blaADC-25	97.14	1152/1152	100	1..1152	NZ_CP059040.1 Acinetobacter baumannii strain ATCC 19606 chromosome, complete genome	1125825..1126976	Beta-lactam resistance	EF016355
blaOXA-98	99.88	825/825	100	1..825	NZ_CP059040.1 Acinetobacter baumannii strain ATCC 19606 chromosome, complete genome	2110940..2111764	Beta-lactam resistance	EU255288
blaOXA-282	96.51	832/831	99.87966305655836	1..831	NZ_CP059081.1 Acinetobacter lwoffii strain 12CE1 chromosome, complete genome	16551..17381	Beta-lactam resistance	APQS01000019
blaADC-25	96.19	1154/1152	99.91319444444444	1..1152	NZ_CP060029.1 Acinetobacter baumannii strain AbCTX1 chromosome, complete genome	2339824..2340976	Beta-lactam resistance	EF016355
blaCTX-M-124	99.89	876/876	100	1..876	NZ_CP060029.1 Acinetobacter baumannii strain AbCTX1 chromosome, complete genome	624080..624955	Beta-lactam resistance	JQ429324
blaOXA-90	100	825/825	100	1..825	NZ_CP060029.1 Acinetobacter baumannii strain AbCTX1 chromosome, complete genome	3528732..3529556	Beta-lactam resistance	EU547443
blaOXA-23	99.88	823/822	100	1..822	NZ_CP060029.1 Acinetobacter baumannii strain AbCTX1 chromosome, complete genome	988560..989382	Beta-lactam resistance	AY795964
blaADC-25	99.91	1152/1152	100	1..1152	NZ_CP060732.1 Acinetobacter baumannii strain abA1 chromosome, complete genome	2942121..2943272	Beta-lactam resistance	EF016355
blaTEM-1D	100	861/861	100	1..861	NZ_CP060732.1 Acinetobacter baumannii strain abA1 chromosome, complete genome	1365113..1365973	Beta-lactam resistance Alternate name; RblaTEM-1	AF188200
blaOXA-66	100	825/825	100	1..825	NZ_CP060732.1 Acinetobacter baumannii strain abA1 chromosome, complete genome	2110464..2111288	Beta-lactam resistance	AY750909
blaOXA-23	100	822/822	100	1..822	NZ_CP060732.1 Acinetobacter baumannii strain abA1 chromosome, complete genome	1020319..1021140	Beta-lactam resistance	AY795964
blaOXA-23	100	822/822	100	1..822	NZ_CP060732.1 Acinetobacter baumannii strain abA1 chromosome, complete genome	1027563..1028384	Beta-lactam resistance	AY795964
blaOXA-301	99.88	831/831	100	1..831	NZ_CP066119.1 Acinetobacter bereziniae strain GD03185 chromosome, complete genome	228225..229055	Beta-lactam resistance	APQG01000050
blaNDM-1	100	813/813	100	1..813	NZ_CP066119.1 Acinetobacter bereziniae strain GD03185 chromosome, complete genome	1484011..1484823	Beta-lactam resistance	FN396876
blaOXA-301	99.52	831/831	100	1..831	NZ_CP066121.1 Acinetobacter bereziniae strain GD0320 chromosome, complete genome	4333212..4334042	Beta-lactam resistance	APQG01000050
blaADC-25	91.07	1153/1152	99.91319444444444	1..1152	NZ_CP066124.1 Acinetobacter pittii strain 32292 chromosome, complete genome	1161297..1162448	Beta-lactam resistance	EF016355
blaOXA-255	100	828/828	100	1..828	NZ_CP066124.1 Acinetobacter pittii strain 32292 chromosome, complete genome	3423253..3424080	Beta-lactam resistance	KC479325
blaOXA-564	98.54	822/822	100	1..822	NZ_CP066124.1 Acinetobacter pittii strain 32292 chromosome, complete genome	2221043..2221864	Warning: gene is missing from Notes file. Please inform curator.	KY767022
blaOXA-506	98.54	822/822	100	1..822	NZ_CP066124.1 Acinetobacter pittii strain 32292 chromosome, complete genome	2221043..2221864	Warning: gene is missing from Notes file. Please inform curator.	KU571454
blaADC-25	92.27	1152/1152	100	1..1152	NZ_CP069586.1 Acinetobacter pittii strain FDAARGOS_1216 chromosome, complete genome	3749946..3751097	Beta-lactam resistance	EF016355
blaOXA-500	97.57	822/822	100	1..822	NZ_CP069586.1 Acinetobacter pittii strain FDAARGOS_1216 chromosome, complete genome	2712676..2713497	Warning: gene is missing from Notes file. Please inform curator.	JMNQ01000002
blaOXA-323	100	822/822	100	1..822	NZ_CP070518.1 Acinetobacter calcoaceticus strain FDAARGOS_1218 chromosome, complete genome	241604..242425	Beta-lactam resistance	KF203097
blaADC-25	96.7	1153/1152	99.91319444444444	1..1152	NZ_CP072270.1 Acinetobacter baumannii strain KSK6 chromosome, complete genome	1237507..1238658	Beta-lactam resistance	EF016355
blaOXA-203	99.88	825/825	100	1..825	NZ_CP072270.1 Acinetobacter baumannii strain KSK6 chromosome, complete genome	2267467..2268291	Beta-lactam resistance	HQ998857
blaOXA-23	100	822/822	100	1..822	NZ_CP072270.1 Acinetobacter baumannii strain KSK6 chromosome, complete genome	3830064..3830885	Beta-lactam resistance	AY795964
blaNDM-1	100	813/813	100	1..813	NZ_CP072270.1 Acinetobacter baumannii strain KSK6 chromosome, complete genome	138168..138980	Beta-lactam resistance	FN396876
blaOXA-283	99.88	831/831	100	1..831	NZ_CP072549.1 Acinetobacter lwoffii strain H7 chromosome, complete genome	2200008..2200838	Beta-lactam resistance	AYHO01000005
blaOXA-237	95.77	827/831	99.51865222623346	1..827	NZ_CP076603.1 Acinetobacter schindleri strain MCDA01 chromosome, complete genome	16627..17453	Beta-lactam resistance	JQ820241
blaOXA-235	95.77	827/831	99.51865222623346	1..827	NZ_CP076603.1 Acinetobacter schindleri strain MCDA01 chromosome, complete genome	16627..17453	Beta-lactam resistance	JQ820240
blaADC-25	96.96	1152/1152	100	1..1152	NZ_CP076812.1 Acinetobacter baumannii strain UC23022 chromosome, complete genome	2056262..2057413	Beta-lactam resistance	EF016355
blaTEM-1A	100	861/861	100	1..861	NZ_CP076812.1 Acinetobacter baumannii strain UC23022 chromosome, complete genome	3138197..3139057	Beta-lactam resistance Alternate name; RblaTEM-1	HM749966
blaOXA-65	100	825/825	100	1..825	NZ_CP076812.1 Acinetobacter baumannii strain UC23022 chromosome, complete genome	791360..792184	Beta-lactam resistance	AY750908
blaOXA-23	100	822/822	100	1..822	NZ_CP076812.1 Acinetobacter baumannii strain UC23022 chromosome, complete genome	2888303..2889124	Beta-lactam resistance	AY795964
blaOXA-270	96.72	822/822	100	1..822	NZ_CP077205.1 Acinetobacter pittii strain FDAARGOS 1398 chromosome, complete genome	2809954..2810775	Beta-lactam resistance	APQM01000006
blaNDM-1	100	813/813	100	1..813	NZ_CP078027.1 Acinetobacter variabilis strain AV_175 chromosome, complete genome	321126..321938	Beta-lactam resistance	FN396876
blaADC-25	92.37	1153/1152	99.91319444444444	1..1152	NZ_CP078524.1 Acinetobacter pittii strain Colony142 chromosome	1189629..1190780	Beta-lactam resistance	EF016355
blaOXA-502	97.93	822/822	100	1..822	NZ_CP078524.1 Acinetobacter pittii strain Colony142 chromosome	2162593..2163414	Warning: gene is missing from Notes file. Please inform curator.	KU167111
blaOXA-362	100	831/831	100	1..831	NZ_CP080576.1 Acinetobacter lwoffii strain VS15 chromosome, complete genome	1428381..1429211	Beta-lactam resistance	KF460532
blaOXA-283	99.88	831/831	100	1..831	NZ_CP080636.1 Acinetobacter lwoffii strain EK30A chromosome, complete genome	850183..851013	Beta-lactam resistance	AYHO01000005
blaOXA-267	97.57	822/822	100	1..822	NZ_CP088954.1 Acinetobacter calcoaceticus strain ACa13 chromosome, complete genome	2224742..2225563	Beta-lactam resistance	APQH01000006
blaOXA-349	97.57	822/822	100	1..822	NZ_CP088954.1 Acinetobacter calcoaceticus strain ACa13 chromosome, complete genome	2224742..2225563	Beta-lactam resistance	KF297578
blaOXA-348	97.57	822/822	100	1..822	NZ_CP088954.1 Acinetobacter calcoaceticus strain ACa13 chromosome, complete genome	2224742..2225563	Beta-lactam resistance	KF297577
blaOXA-332	97.57	822/822	100	1..822	NZ_CP088954.1 Acinetobacter calcoaceticus strain ACa13 chromosome, complete genome	2224742..2225563	Beta-lactam resistance	KF203106
blaOXA-323	97.57	822/822	100	1..822	NZ_CP088954.1 Acinetobacter calcoaceticus strain ACa13 chromosome, complete genome	2224742..2225563	Beta-lactam resistance	KF203097
blaOXA-330	99.76	822/822	100	1..822	NZ_CP088955.1 Acinetobacter calcoaceticus strain ARu19 chromosome, complete genome	2183872..2184693	Beta-lactam resistance	KF203104
blaOXA-392	100	831/831	100	1..831	NZ_CP090382.1 Acinetobacter towneri strain SCLZS30 chromosome, complete genome	1374407..1375237	Warning: gene is missing from Notes file. Please inform curator.	AB901044
blaADC-25	96.36	1153/1152	99.91319444444444	1..1152	NZ_CP090607.1 Acinetobacter baumannii strain MRSN 58 chromosome, complete genome	3055775..3056926	Beta-lactam resistance	EF016355
blaOXA-69	100	825/825	100	1..825	NZ_CP090607.1 Acinetobacter baumannii strain MRSN 58 chromosome, complete genome	2015578..2016402	Beta-lactam resistance	AY859527
blaOXA-23	100	822/822	100	1..822	NZ_CP090607.1 Acinetobacter baumannii strain MRSN 58 chromosome, complete genome	1191525..1192346	Beta-lactam resistance	AY795964
blaOXA-23	100	822/822	100	1..822	NZ_CP090607.1 Acinetobacter baumannii strain MRSN 58 chromosome, complete genome	4129212..4130033	Beta-lactam resistance	AY795964
blaADC-25	96.36	1153/1152	99.91319444444444	1..1152	NZ_CP091172.1 Acinetobacter baumannii strain MRSN57 chromosome, complete genome	2916323..2917474	Beta-lactam resistance	EF016355
blaOXA-69	100	825/825	100	1..825	NZ_CP091172.1 Acinetobacter baumannii strain MRSN57 chromosome, complete genome	1876126..1876950	Beta-lactam resistance	AY859527
blaOXA-23	100	822/822	100	1..822	NZ_CP091172.1 Acinetobacter baumannii strain MRSN57 chromosome, complete genome	1052073..1052894	Beta-lactam resistance	AY795964
blaOXA-23	100	822/822	100	1..822	NZ_CP091172.1 Acinetobacter baumannii strain MRSN57 chromosome, complete genome	3989748..3990569	Beta-lactam resistance	AY795964
blaADC-25	99.91	1152/1152	100	1..1152	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	1233592..1234743	Beta-lactam resistance	EF016355
blaPER-7	100	927/927	100	1..927	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	3867555..3868481	Beta-lactam resistance	HQ713678
blaOXA-66	100	825/825	100	1..825	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	1879881..1880705	Beta-lactam resistance	AY750909
blaOXA-23	100	822/822	100	1..822	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	302203..303024	Beta-lactam resistance	AY795964
blaOXA-23	99.88	823/822	100	1..822	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	273551..274373	Beta-lactam resistance	AY795964
blaADC-25	99.83	1152/1152	100	1..1152	NZ_CP091364.1 Acinetobacter baumannii strain AB173-VUB chromosome, complete genome	3815484..3816635	Beta-lactam resistance	EF016355
blaOXA-66	100	825/825	100	1..825	NZ_CP091364.1 Acinetobacter baumannii strain AB173-VUB chromosome, complete genome	2747244..2748068	Beta-lactam resistance	AY750909
blaOXA-23	100	822/822	100	1..822	NZ_CP091364.1 Acinetobacter baumannii strain AB173-VUB chromosome, complete genome	2120770..2121591	Beta-lactam resistance	AY795964
blaOXA-23	100	822/822	100	1..822	NZ_CP091364.1 Acinetobacter baumannii strain AB173-VUB chromosome, complete genome	1175704..1176525	Beta-lactam resistance	AY795964
blaADC-25	99.65	1153/1152	99.91319444444444	1..1152	NZ_CP091367.1 Acinetobacter baumannii strain AB169-VUB chromosome, complete genome	1675880..1677031	Beta-lactam resistance	EF016355
blaTEM-1D	100	861/861	100	1..861	NZ_CP091367.1 Acinetobacter baumannii strain AB169-VUB chromosome, complete genome	3208656..3209516	Beta-lactam resistance Alternate name; RblaTEM-1	AF188200
blaOXA-69	100	825/825	100	1..825	NZ_CP091367.1 Acinetobacter baumannii strain AB169-VUB chromosome, complete genome	721071..721895	Beta-lactam resistance	AY859527
blaADC-25	96.62	1153/1152	99.91319444444444	1..1152	NZ_CP091596.1 Acinetobacter baumannii strain Nord4-2 chromosome, complete genome	3303011..3304162	Beta-lactam resistance	EF016355
blaOXA-64	100	825/825	100	1..825	NZ_CP091596.1 Acinetobacter baumannii strain Nord4-2 chromosome, complete genome	4000659..4001483	Beta-lactam resistance	AY750907
blaNDM-1	100	813/813	100	1..813	NZ_CP091596.1 Acinetobacter baumannii strain Nord4-2 chromosome, complete genome	1941208..1942020	Beta-lactam resistance	FN396876
blaADC-25	92.1	1152/1152	100	1..1152	NZ_CP095407.1 Acinetobacter pittii strain TCM chromosome, complete genome	1249048..1250199	Beta-lactam resistance	EF016355
blaNDM-1	100	813/813	100	1..813	NZ_CP095407.1 Acinetobacter pittii strain TCM chromosome, complete genome	766022..766834	Beta-lactam resistance	FN396876
blaOXA-526	98.54	822/822	100	1..822	NZ_CP095407.1 Acinetobacter pittii strain TCM chromosome, complete genome	2363566..2364387	Warning: gene is missing from Notes file. Please inform curator.	KX599409
blaOXA-360	100	831/831	100	1..831	NZ_CP095872.1 Acinetobacter schindleri strain H4-3-C1 chromosome, complete genome	17871..18701	Beta-lactam resistance	KF421163
blaADC-25	99.91	1152/1152	100	1..1152	NZ_CP096681.1 Acinetobacter baumannii strain 6080 chromosome, complete genome	2816858..2818009	Beta-lactam resistance	EF016355
blaOXA-66	100	825/825	100	1..825	NZ_CP096681.1 Acinetobacter baumannii strain 6080 chromosome, complete genome	2062996..2063820	Beta-lactam resistance	AY750909
blaOXA-23	100	822/822	100	1..822	NZ_CP096681.1 Acinetobacter baumannii strain 6080 chromosome, complete genome	823715..824536	Beta-lactam resistance	AY795964
blaOXA-23	100	822/822	100	1..822	NZ_CP096681.1 Acinetobacter baumannii strain 6080 chromosome, complete genome	830946..831767	Beta-lactam resistance	AY795964
blaOXA-23	99.88	823/822	100	1..822	NZ_CP096681.1 Acinetobacter baumannii strain 6080 chromosome, complete genome	816480..817302	Beta-lactam resistance	AY795964
blaADC-25	96.44	1153/1152	99.91319444444444	1..1152	NZ_CP098791.1 Acinetobacter baumannii strain 280820 chromosome, complete genome	2928136..2929287	Beta-lactam resistance	EF016355
blaOXA-64	100	825/825	100	1..825	NZ_CP098791.1 Acinetobacter baumannii strain 280820 chromosome, complete genome	1800396..1801220	Beta-lactam resistance	AY750907
blaADC-25	96.1	1153/1152	99.91319444444444	1..1152	NZ_CP104347.1 Acinetobacter baumannii strain 2021CK-01332 chromosome, complete genome	2520421..2521572	Beta-lactam resistance	EF016355
blaTEM-1B	100	861/861	100	1..861	NZ_CP104347.1 Acinetobacter baumannii strain 2021CK-01332 chromosome, complete genome	3803294..3804154	Beta-lactam resistance Alternate name; RblaTEM-1	AY458016
blaOXA-2	100	828/828	100	1..828	NZ_CP104347.1 Acinetobacter baumannii strain 2021CK-01332 chromosome, complete genome	3806046..3806873	Beta-lactam resistance	DQ112222
blaOXA-65	100	825/825	100	1..825	NZ_CP104347.1 Acinetobacter baumannii strain 2021CK-01332 chromosome, complete genome	1404115..1404939	Beta-lactam resistance	AY750908
blaOXA-565	99.88	822/822	100	1..822	NZ_CP104651.1 Acinetobacter variabilis strain 2021CK-01005 chromosome, complete genome	2740878..2741699	Warning: gene is missing from Notes file. Please inform curator.	KY883665
blaADC-25	92.02	1153/1152	99.91319444444444	1..1152	NZ_CP118933.1 Acinetobacter pittii strain ML4 chromosome, complete genome	2781472..2782623	Beta-lactam resistance	EF016355
blaOXA-421	100	822/822	100	1..822	NZ_CP118933.1 Acinetobacter pittii strain ML4 chromosome, complete genome	1750015..1750836	Warning: gene is missing from Notes file. Please inform curator.	KM401566
blaADC-25	99.83	1152/1152	100	1..1152	NZ_CP121345.1 Acinetobacter baumannii strain 96 chromosome, complete genome	1197133..1198284	Beta-lactam resistance	EF016355
blaTEM-1D	100	861/861	100	1..861	NZ_CP121345.1 Acinetobacter baumannii strain 96 chromosome, complete genome	2773785..2774645	Beta-lactam resistance Alternate name; RblaTEM-1	AF188200
blaOXA-66	100	825/825	100	1..825	NZ_CP121345.1 Acinetobacter baumannii strain 96 chromosome, complete genome	2331847..2332671	Beta-lactam resistance	AY750909
blaOXA-23	100	822/822	100	1..822	NZ_CP121345.1 Acinetobacter baumannii strain 96 chromosome, complete genome	2892583..2893404	Beta-lactam resistance	AY795964
blaOXA-23	100	822/822	100	1..822	NZ_CP121345.1 Acinetobacter baumannii strain 96 chromosome, complete genome	3882874..3883695	Beta-lactam resistance	AY795964
blaADC-25	92.1	1152/1152	100	1..1152	NZ_CP123765.1 Acinetobacter pittii strain AP8900 chromosome, complete genome	1241685..1242836	Beta-lactam resistance	EF016355
blaNDM-1	100	813/813	100	1..813	NZ_CP123765.1 Acinetobacter pittii strain AP8900 chromosome, complete genome	2089817..2090629	Beta-lactam resistance	FN396876
blaOXA-526	98.54	822/822	100	1..822	NZ_CP123765.1 Acinetobacter pittii strain AP8900 chromosome, complete genome	2246939..2247760	Warning: gene is missing from Notes file. Please inform curator.	KX599409
blaOXA-301	99.88	831/831	100	1..831	NZ_CP123912.1 Acinetobacter bereziniae strain UCO-553 chromosome, complete genome	228209..229039	Beta-lactam resistance	APQG01000050
blaOXA-301	99.88	831/831	100	1..831	NZ_CP123918.1 Acinetobacter bereziniae strain UCO-554 chromosome, complete genome	228224..229054	Beta-lactam resistance	APQG01000050
blaADC-25	91.93	1152/1152	100	1..1152	NZ_CP125227.1 Acinetobacter pittii strain SO1 chromosome, complete genome	3277983..3279134	Beta-lactam resistance	EF016355
blaOXA-506	99.76	822/822	100	1..822	NZ_CP125227.1 Acinetobacter pittii strain SO1 chromosome, complete genome	2338563..2339384	Warning: gene is missing from Notes file. Please inform curator.	KU571454
blaADC-25	92.45	1152/1152	100	1..1152	NZ_CP139248.1 Acinetobacter pittii strain HCG18 chromosome, complete genome	319523..320674	Beta-lactam resistance	EF016355
blaOXA-506	99.27	822/822	100	1..822	NZ_CP139248.1 Acinetobacter pittii strain HCG18 chromosome, complete genome	1467398..1468219	Warning: gene is missing from Notes file. Please inform curator.	KU571454
blaOXA-564	99.51	822/822	100	1..822	NZ_CP139266.1 Acinetobacter pittii strain HUM14 chromosome, complete genome	3815627..3816448	Warning: gene is missing from Notes file. Please inform curator.	KY767022
blaOXA-506	99.51	822/822	100	1..822	NZ_CP139266.1 Acinetobacter pittii strain HUM14 chromosome, complete genome	3815627..3816448	Warning: gene is missing from Notes file. Please inform curator.	KU571454
blaADC-25	91.93	1153/1152	99.91319444444444	1..1152	NZ_CP139270.1 Acinetobacter pittii strain HCG62 chromosome, complete genome	1283544..1284695	Beta-lactam resistance	EF016355
blaOXA-506	100	822/822	100	1..822	NZ_CP139270.1 Acinetobacter pittii strain HCG62 chromosome, complete genome	2280738..2281559	Warning: gene is missing from Notes file. Please inform curator.	KU571454
blaADC-25	92.27	1152/1152	100	1..1152	NZ_CP139275.1 Acinetobacter pittii strain HCG138 chromosome, complete genome	1199020..1200171	Beta-lactam resistance	EF016355
blaOXA-533	97.69	822/822	100	1..822	NZ_CP139275.1 Acinetobacter pittii strain HCG138 chromosome, complete genome	2243684..2244505	Warning: gene is missing from Notes file. Please inform curator.	KX668472
blaOXA-500	100	822/822	100	1..822	NZ_CP139282.1 Acinetobacter pittii strain AE13 chromosome, complete genome	1101941..1102762	Warning: gene is missing from Notes file. Please inform curator.	JMNQ01000002
blaADC-25	95.92	1152/1152	100	1..1152	NZ_CP139286.1 Acinetobacter pittii strain AbaK chromosome, complete genome	1081513..1082664	Beta-lactam resistance	EF016355
blaOXA-270	97.81	822/822	100	1..822	NZ_CP139286.1 Acinetobacter pittii strain AbaK chromosome, complete genome	2008620..2009441	Beta-lactam resistance	APQM01000006
blaOXA-500	99.88	822/822	100	1..822	NZ_CP139944.1 Acinetobacter pittii strain CARB128 chromosome, complete genome	2574367..2575188	Warning: gene is missing from Notes file. Please inform curator.	JMNQ01000002
blaADC-25	94.03	1155/1152	99.73958333333334	1..1152	NZ_CP140420.1 Acinetobacter baumannii strain 2023CK-00893 chromosome, complete genome	3025303..3026454	Beta-lactam resistance	EF016355
blaOXA-51	99.88	825/825	100	1..825	NZ_CP140420.1 Acinetobacter baumannii strain 2023CK-00893 chromosome, complete genome	1861247..1862071	Beta-lactam resistance	DQ385606
blaOXA-23	100	822/822	100	1..822	NZ_CP140420.1 Acinetobacter baumannii strain 2023CK-00893 chromosome, complete genome	3002822..3003643	Beta-lactam resistance	AY795964
blaADC-25	99.91	1152/1152	100	1..1152	NZ_CP144240.1 Acinetobacter baumannii strain SRM25 chromosome, complete genome	2982987..2984138	Beta-lactam resistance	EF016355
blaTEM-1D	100	861/861	100	1..861	NZ_CP144240.1 Acinetobacter baumannii strain SRM25 chromosome, complete genome	1412800..1413660	Beta-lactam resistance Alternate name; RblaTEM-1	AF188200
blaOXA-66	100	825/825	100	1..825	NZ_CP144240.1 Acinetobacter baumannii strain SRM25 chromosome, complete genome	2301307..2302131	Beta-lactam resistance	AY750909
blaOXA-23	100	822/822	100	1..822	NZ_CP144240.1 Acinetobacter baumannii strain SRM25 chromosome, complete genome	1066845..1067666	Beta-lactam resistance	AY795964
blaOXA-23	100	822/822	100	1..822	NZ_CP144240.1 Acinetobacter baumannii strain SRM25 chromosome, complete genome	1370677..1371498	Beta-lactam resistance	AY795964
blaOXA-23	100	822/822	100	1..822	NZ_CP144240.1 Acinetobacter baumannii strain SRM25 chromosome, complete genome	2276368..2277189	Beta-lactam resistance	AY795964
blaOXA-363	95.19	831/831	100	1..831	NZ_CP147682.1 Acinetobacter lwoffii strain CCTCC M20191004 chromosome, complete genome	16883..17713	Beta-lactam resistance	KF460533
blaOXA-359	96.53	807/822	98.17518248175182	1..807	NZ_LS999521.1 Acinetobacter calcoaceticus isolate Acinetobacter calcoaceticus str. 2117 chromosome 1, complete sequence	2195694..2196500	Beta-lactam resistance	KF421162
msr(E)	100	1476/1476	100	1..1476	NZ_CP045528.1 Acinetobacter baumannii strain 6507 chromosome, complete genome	1055836..1057311	Macrolide, Lincosamide and Streptogramin B resistance	FR751518
mph(E)	100	885/885	100	1..885	NZ_CP045528.1 Acinetobacter baumannii strain 6507 chromosome, complete genome	1054896..1055780	Macrolide resistance	DQ839391
msr(E)	100	1476/1476	100	1..1476	NZ_CP045645.1 Acinetobacter baumannii strain XH1056 chromosome, complete genome	2348037..2349512	Macrolide, Lincosamide and Streptogramin B resistance	FR751518
ere(B)	100	1260/1260	100	1..1260	NZ_CP045645.1 Acinetobacter baumannii strain XH1056 chromosome, complete genome	2373408..2374667	Macrolide resistance	X03988
mph(E)	100	885/885	100	1..885	NZ_CP045645.1 Acinetobacter baumannii strain XH1056 chromosome, complete genome	2347097..2347981	Macrolide resistance	DQ839391
msr(E)	100	1476/1476	100	1..1476	NZ_CP060029.1 Acinetobacter baumannii strain AbCTX1 chromosome, complete genome	648582..650057	Macrolide, Lincosamide and Streptogramin B resistance	FR751518
mph(E)	100	885/885	100	1..885	NZ_CP060029.1 Acinetobacter baumannii strain AbCTX1 chromosome, complete genome	650113..650997	Macrolide resistance	DQ839391
msr(E)	100	1476/1476	100	1..1476	NZ_CP060732.1 Acinetobacter baumannii strain abA1 chromosome, complete genome	1665914..1667389	Macrolide, Lincosamide and Streptogramin B resistance	FR751518
mph(E)	100	885/885	100	1..885	NZ_CP060732.1 Acinetobacter baumannii strain abA1 chromosome, complete genome	1667445..1668329	Macrolide resistance	DQ839391
msr(E)	100	1476/1476	100	1..1476	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	2762755..2764230	Macrolide, Lincosamide and Streptogramin B resistance	FR751518
msr(E)	100	1476/1476	100	1..1476	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	3878989..3880464	Macrolide, Lincosamide and Streptogramin B resistance	FR751518
mph(E)	100	885/885	100	1..885	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	2761815..2762699	Macrolide resistance	DQ839391
mph(E)	100	885/885	100	1..885	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	3880520..3881404	Macrolide resistance	DQ839391
msr(E)	100	1476/1476	100	1..1476	NZ_CP091364.1 Acinetobacter baumannii strain AB173-VUB chromosome, complete genome	3591733..3593208	Macrolide, Lincosamide and Streptogramin B resistance	FR751518
mph(E)	100	885/885	100	1..885	NZ_CP091364.1 Acinetobacter baumannii strain AB173-VUB chromosome, complete genome	3590793..3591677	Macrolide resistance	DQ839391
msr(E)	100	1476/1476	100	1..1476	NZ_CP121345.1 Acinetobacter baumannii strain 96 chromosome, complete genome	1472608..1474083	Macrolide, Lincosamide and Streptogramin B resistance	FR751518
mph(E)	100	885/885	100	1..885	NZ_CP121345.1 Acinetobacter baumannii strain 96 chromosome, complete genome	1474139..1475023	Macrolide resistance	DQ839391
msr(E)	100	1476/1476	100	1..1476	NZ_CP144240.1 Acinetobacter baumannii strain SRM25 chromosome, complete genome	2746602..2748077	Macrolide, Lincosamide and Streptogramin B resistance	FR751518
mph(E)	100	885/885	100	1..885	NZ_CP144240.1 Acinetobacter baumannii strain SRM25 chromosome, complete genome	2745662..2746546	Macrolide resistance	DQ839391
floR	98.35	1214/1215	99.91769547325104	1..1214	NZ_CP033869.1 Acinetobacter baumannii strain MRSN15313 chromosome, complete genome	289304..290517	Phenicol resistance	AF118107
catB8	100	633/633	100	1..633	NZ_CP045528.1 Acinetobacter baumannii strain 6507 chromosome, complete genome	1065921..1066553	Phenicol resistance	AF227506
cmlA1	99.84	1260/1260	100	1..1260	NZ_CP045645.1 Acinetobacter baumannii strain XH1056 chromosome, complete genome	2367171..2368430	Phenicol resistance	M64556
cmlA1	99.76	1260/1260	100	1..1260	NZ_CP046045.1 Acinetobacter towneri strain 19110F47 chromosome, complete genome	168894..170153	Phenicol resistance	M64556
floR	98.19	1214/1215	99.91769547325104	1..1214	NZ_CP046045.1 Acinetobacter towneri strain 19110F47 chromosome, complete genome	187192..188405	Phenicol resistance	AF118107
floR	98.35	1214/1215	99.91769547325104	1..1214	NZ_CP060029.1 Acinetobacter baumannii strain AbCTX1 chromosome, complete genome	1252301..1253514	Phenicol resistance	AF118107
catA1	99.85	660/660	100	1..660	NZ_CP060029.1 Acinetobacter baumannii strain AbCTX1 chromosome, complete genome	618357..619016	Phenicol resistance	V00622
catB8	100	633/633	100	1..633	NZ_CP060732.1 Acinetobacter baumannii strain abA1 chromosome, complete genome	1656672..1657304	Phenicol resistance	AF227506
